Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_15/115cb85e_9f9a_4262_a582_a3df00f81f4a/preview_01515321_001.jpg,figure,"No: 1914,0516.6",,,,"Terracotta grotesque head of an old woman with lined and haggard face, sunken cheeks, theatrically exaggerated expression given with raised left eyebrow, hair centrally parted and drawn under kerchief.  May be intended for an actor, perhaps the old nurse of New Comedy.  Light orange-brown clay (with mica); white coating, yellow on face, rose-madder on kerchief.",,,,,,,Hellenistic; Roman Imperial,1stC BC-1stC,Made in: Smyrna,Excavated/Findspot: Smyrna (near),terracotta,,,slipped; painted,Height: 3 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,actor/actress,,,,,Donated by: Cyril Van Lennep,,,,1914,,,Greek and Roman,,"1914,0516.6",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_21/bd046211_f917_4861_b37f_a3e1015aa666/preview_00131675_001.jpg,figure,"No: 1895,0511.3",,,,"Terracotta seated female figure.  The woman's face is lined and wrinkled and the head oddly large in scale with the body.  She sits with legs crossed in the attitude of a young goddess, Aphrodite for example.  This figure may be a parody of a statue of Aphrodite, adding a comical face.",,,,,,,Hellenistic,300BC (circa),Made in: Tanagra,Excavated/Findspot: Tanagra,terracotta,,,,Height: 15.24 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,On display (G22/dc6),,,,,,,,Purchased from: E Geladakis,,,,1895,,,Greek and Roman,,"1895,0511.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_22/1fff1d56_4b6a_4ab5_bb01_a3d901740805/preview_01116569_001.jpg,figure,No: null,,,,"Egyptian terracotta figure of young male face wearing pointed cap. Complete. Mould-made with open back.  White (gypsum?) coating. Brown Nile silt fabric. Abundant fine gold mica, quartz, organics and white inclusions.",,,,,,,Ptolemaic; Roman Period,1stC AD-2ndC AD; 2ndC BC-1stC BC,Made in: Nile Delta (Naukratis?),Excavated/Findspot: Naukratis,terracotta; gypsum-stucco,,,mould-made,Height: 12.60 centimetres; Thickness: 4.80 centimetres; Width: 7 centimetres,,"Probably made in Naukratis. Similar subject and hat on an unprovenanced example (Bayer-Niemeier 1988, Pl.94.1, no.528), though NA679 may be earlier in style.
Bayer-Niemeier, E. 1988. ‘Liebieghaus Museum Alter Plastik. Bildwerke der Sammlung Kaufmann, 1. Griechisch-römische Terrakotten’. Melsungen.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: NA679 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_21/1c8554ea_934a_405b_96b0_a3d90169f7e7/preview_01112330_001.jpg,figure,No: null,,,,"Fragment of female terracotta figurine: face, slightly turned to her right, facial features are modelled, as is a roll of hair incised with diagonal lines that circles her head. May have once held left hand to head, since broken and lost. Mould-made. Remains of white coating, faint traces of pink paint on face. Hollow. Red-brown Nile silt clay with grey core.",,,,,,,Ptolemaic,3rdC BC - 1stC BC,Made in: Nile Delta (Naukratis?),Excavated/Findspot: Naukratis,terracotta,,,mould-made; painted,Height: 4.40 centimetres; Width: 4 centimetres; Depth: 2 centimetres,,"Probably locally produced at the Naukratis Terracottas workshop that was  operational during the 3rd to 2nd century BC and possibly later. Parallel from  Naukratis (Kelvingrove Art Gallery and Museum, Glasgow 1892.21.c; Bolton  1886.31.26; Cambridge Museum of Classical Archaeology NA524) all appear to be crude (early?) attempts  at Tanagra type figurines with rough backs, but none are from the same  mould. This example has an odd projection, that may have been part of a headdress as found on Isis-Hathor figurines. 3rd century BC parallel from Alexandria (Tezgör 2007, no. 133).
Tezgör, D. K. 2007. Tanagréennes d'Alexandrie : figurines de terre  cuite hellénistiques des nécropoles orientales. Musée gréco-romain  d'Alexandrie. Études alexandrines 13. Cairo : Institut Français  d'Archéologie Orientale.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,ancient egyptian deity (?),Representation of: Isis-Hathor (?),,,,,,,,,,,External,,,Miscellaneous number: 1886.31.25 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_14/b401cf31_7d43_4446_ab83_a3df00edfc9c/preview_01512247_001.jpg,figure,"No: 1868,0110.723",,,,"Upper part of a hollow terracotta figure of a boy standing, his right hand muffled in his himation and raised towards his neck, his right arm is also muffled and hangs by his side, broad fat face with crude features, hair drawn back in thick central plait from forehead.  Deep orange and rich brown clay (with much gold and silver mica), white coatin, red on hair, rose-madder on himation and face.",,,,,,,Western Greek; Hellenistic,1stC BC-1stC,Made in: Italy,Excavated/Findspot: Italy (?),terracotta,,,,Height: 13.50 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Bequeathed by: James Woodhouse,,,,1868,,,Greek and Roman,,"1868,0110.723",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/20_15/da55e625_5655_4799_b9e3_aaaf00fa2f29/preview_1874_0205_84.jpg,figure,"No: 1874,0205.64",,,,Back of head of marble female figure; hair bound with fillet. Possibly Aphrodite or Artemis. Front part of face smashed away.,,,,,,,Hellenistic,323BC-31BC,,Excavated/Findspot: Temple of Artemis (Ephesus),marble,,,,"Height: 19 centimetres max ",,,,Not on display,,,deity,Representation of: Aphrodite;  Representation of: Artemis/Diana,,,,Donated by: Ephesus Excavation Committee,,,,1874,,,Greek and Roman,,"1874,0205.64",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_7/a32eed5d_50ae_4811_be17_a3da007f30eb/preview_01127956_001.jpg,figure,"No: 1962,1126.3",,,,"Head of terracotta figure of boy wearing a narrow and high example of a kausia, long curls framing his face.  Brown-orange clay.",,,,,,,Hellenistic,4thC BC(late)-3rdC BC,,Excavated/Findspot: Vólos (vicinity),terracotta,,,,Height: 4 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Donated by: P King,,,,1962,Found during digging of latrines for army camp.,,Greek and Roman,,"1962,1126.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_18/ef89f2e8_7f75_4892_8205_a3df0134b8e6/preview_01537295_001.jpg,figure,"No: 1873,0820.534",,,,"Terracotta draped female figure wearing earrings; her right hand is raised towards her face, the left hand placed on her breast.",,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Canosa di Puglia,terracotta,,,,Height: 32 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Purchased from: Alessandro Castellani,,,,1873,,,Greek and Roman,,"1873,0820.534",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/20_15/c55f515b_8500_4b15_96d7_aaaf00fbde57/preview_1927_0214_2.jpg,figure,"No: 1927,0214.2",,,,Lower face of marble over-lifesized male figure.,,,,,,,Archaic Greek; Classical Greek; Hellenistic; Roman,600BC-250,,Excavated/Findspot: Ephesus,marble,,,,"Height: 18.50 centimetres max ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,,Found unregistered.,,Greek and Roman,,"1927,0214.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_22/60659cce_7b4d_413a_9049_a3d9016f61af/preview_01114671_001.jpg,figure,No: null,,,,"Egyptian terracotta head in grotesque style.  An old woman(?) head, broken from a terracotta statuette at the neck. Eyes, nose and mouth indicated, short striations off the face in a band round the face may indicate a veil. Mould-made. Remains of thick white coating in places, some flecks of red  and pink paint. Mouldmade and touched up by hand. Brown-red micaceous Nile silt.",,,,,,,Ptolemaic,3rdC BC - 2ndC BC,Made in: Nile Delta,Excavated/Findspot: Naukratis,terracotta,,,painted (?); mould-made,Height: 4.90 centimetres; Width: 4.20 centimetres; Depth: 4.50 centimetres,,"Good parallel (of an old man) in same style from Naukratis, now in the British Museum and dated to the 3rd to 2nd century BC (Bailey 2008, 151, pl. 106, no. 3575, EA1976,0724.2 EA 68548). Comparanda, include similar examples (Török 1995,  no. 241) dated third to second century BC and (Szymańska and  Babraj 2004, 35, fig. 7) from a third century BC context at Athribis. Also a similar piece from Athribis (Tell Atrib) dated to the late 3rd century BC (Szmańska 2005, pl.2, no.10). Bolton Museum register gives Naukratis as definite provenance. See also NA565 from Naukratis and a similar piece from Athribis (Tell Atrib) dated to the late 3rd century BC (Szmańska 2005, pl.2, no.4).
Szymańska, H. 2005, Terres cuites d’Athribis, Turnhout.
Szymańska, H. & Babraj, K. 2004 Aus den Brennöfen von Athribis  (Ägypten): Neue Funde aus dem Ptolemäischen Stadtviertel, in  ‘Antike Welt’ 35.2: 33-7.
Török, L. 1995. Hellenistic and Roman terracottas from Egypt. Roma: L'Erma di Bretschneider, Bibliotheca Archaeologica, 15: 199.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,devotee/worshipper,,,,,,,,,,,,External,,,Miscellaneous number: 1966.95.A (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/50b12d1a_83f3_4db5_9dc8_a3dd01135ac3/preview_01384968_001.jpg,figure,"No: 1863,0728.388",,,,"Terracotta female head, her hair tied in a knot behind; her face is painted white, her hair red.",,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,painted,Height: 5.08 centimetres,,,,Not on display,,,,,,,,,,,,1863,,,Greek and Roman,,"1863,0728.388",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_18/3cd355fd_89db_40cd_a34a_a3df012e43df/preview_01535153_001.jpg,figure,"No: 1861,1127.44",,,,Marble figure of Cybele enthroned holding bowl and tympanon (mainly lost); lion on either side and on lap; face obliterated.,,,,,,,Hellenistic,300 BC - 200 BC,,Excavated/Findspot: Cyrene,marble,,,,"Height: 29 centimetres max ; Width: 19 centimetres max ",,,Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,classical deity; mammal,Representation of: Cybele,,,,From: Sir Robert Murdoch Smith; From: Cdr Edwin A Porcher,,,,1861,,,Greek and Roman,,"1861,1127.44",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_22/ba482cc6_adb9_44d8_8446_a3d90173af09/preview_01116370_001.jpg,figure,No: null,,,,"Egyptian terracotta figure of Egyptian Sphinx. Front paws and left side of face missing. Badly eroded. Mould-made and solid with traces of white coating. Light red-brown Nile silt fabric. Abundant fine gold mica, quartz, organics and white inclusions.",,,,,,,Ptolemaic; Late Period,4thC BC-3rdC BC,Made in: Nile Delta,Excavated/Findspot: Town (Naukratis),terracotta,,type series: Thomas M-H.1,mould-made; painted (?),Height: 4.20 centimetres; Length: 5.70 centimetres; Width: 2.50 centimetres,,"These Egyptian style sphinxes are found across a range of periods in the Nile Delta, with close parallels dated to the early Ptolemaic or end of the Late Period (Török 1995, no. 126) to the 2nd and 3rd century AD (Bayer-Niemeier 1988, pl. 50.3-4, nos 567-8) and similar examples dated to the Ptolemaic period have been found Memphis (Petrie Museum UC48012-6) and Sakkara (Jeffreys 1988, no.77/308 and 77/u 209). May have been made locally in Naukratis.
Bayer-Niemeier, E. 1988. Liebieghaus Museum Alter Plastik. Bildwerke der Sammlung 
Jeffreys, D. G. 1988. The Anubieion at Saqqâra. Egypt  Exploration Society Excavation memoirs 54, London.
Kaufmann, 1. Griechisch-römische Terrakotten. Melsungen.
Török, L. 1995. Hellenistic and Roman terracottas from Egypt. Roma.","Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1); Gutch 1898/1899 / Excavations at Naukratis, D. The Terracottas",Not on display,,,sphinx,,,,,,,,,,,,External,,,Miscellaneous number: NA623 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/1787fb25_7efb_48b3_bcff_a3dd01135c2b/preview_01384969_001.jpg,figure,"No: 1863,0728.392",,,,"Upper part of a terracotta figure of Eros; his face painted pink, his drapery blue.",,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,painted,Height: 10.16 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,,,,,1863,,,Greek and Roman,,"1863,0728.392",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/8bfad38c_e21e_4167_8ea2_a3dd011354d2/preview_01384964_001.jpg,figure,"No: 1863,0728.387",,,,"Terracotta female head, her hair tied in a knot behind; her face is painted white and her hair red.",,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,painted,Height: 4.40 centimetres,,,,Not on display,,,,,,,,,,,,1863,,,Greek and Roman,,"1863,0728.387",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_22/d386b15a_b056_4a79_94cc_a3d9016f6db2/preview_01114627_001.jpg,figure,No: null,,,,"Face of terracotta figure, only left side remains. Firmly modelled large nose (curving out at the tip), two depressions for eyes, modelled lips. Mould-made and hollow. Traces of white coating across whole face. Pinkish-brown porous clay with grey core, some inclusions (lime, sand), no obvious traces of mica.",,,,,,,Ptolemaic,4thC BC-2ndC BC (?),Made in: Egypt (?),Excavated/Findspot: Naukratis,terracotta,,,mould-made; painted,Height: 6 centimetres; Width: 4.40 centimetres; Depth: 3.80 centimetres,,"Pre-Hellenistic parallel in Frankfurt (Bayer-Niemeier 1988, pl. 98.1, no. 560). Under the number 1911.44, a mixed batch of objects were originally registered; the sub-numbers were assigned on 11/05/2000.
Bayer-Niemeier, E. 1988, Bildwerke der Sammlung Kaufmann / Liebieghaus Museum Alter Plastik Frankfurt am Main I. Griechisch-römische Terrakotten, Melsungen.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: 1911.44.32 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_8/0ab5ec92_441d_4313_8802_a3da008799ba/preview_01130372_001.jpg,figure,"No: 2011,5009.288",,,,"Terracotta figure fragment of animal head, probably a cat. Face fragment only. Mould-made figure. Made of orange-brown clay.",,,,,,,Ptolemaic,3rdC BC - 1stC BC,Made in: Egypt (?),Excavated/Findspot: Naukratis,terracotta,,,mould-made,Height: 3.60 centimetres; Thickness: 1.10 centimetres; Width: 3.80 centimetres,,"Probably made in Naukratis. This is in a naturalistic early Ptolemaic style, like (smaller) recent unpublished examples from Kom el Dikka in Alexandria. There are also limestone and marble cat sculptures found at Naukratis and Alexandria, often associated with these cat terracottas. Other cat terracottas of Ptolemaic (Besques 1992, pl.81.a & c, nos D/E4542, D/E4544, from Middle Egypt) and 2nd to 3rd century AD date exist (Fischer 1994, no.1130; Bayer-Niemeier 1988, pl.104.1-5, no.590-4), but are not in the same style as NA720. See example in Cambridge Museum of Classical Archaeology also from Naukratis (NA720). Head of a terracotta cat from Tell Basta is in Cairo Museum (CG43516=TR15/3/22/14=SR5/1724, registered as a dog's head).
Bayer-Niemeier, E. 1988. Liebieghaus Museum Alter Plastik. Bildwerke der Sammlung Kaufmann, 1. Griechisch-römische Terrakotten. Melsungen.
Besques, S. 1992. Catalogue raisonné des figurines et reliefs en  terre-cuite grecs, étrusques et romains, 4, 2. Epoques hellénistique et  romaine. Cyrénaïque, Egypte ptolémaïque et romaine, Afrique du  Nord et Proche-Orient. Paris.
Fischer, J. 1994. Griechisch-römische Terrakotten aus Ägypten. Die Sammlungen Sieglin und Schreiber. Dresden, Leipzig, Stuttgart,  Tübingen. Tübingen: Wasmuth.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,cat (?); ancient egyptian deity (?),Representation of: Bastet (Boubastis?),,,,Donated by: Egypt Exploration Fund,,,,1886 (?),,Excavated 1884-1885.,Greek and Roman,,"2011,5009.288",,,
